Store,week_start,horizon_week,pred_sales
144,2015-08-06,1,10047.93
144,2015-08-13,2,5396.665
144,2015-08-20,3,12554.973
144,2015-08-27,4,12158.559
144,2015-09-03,5,8090.2256
144,2015-09-10,6,7030.953
145,2015-08-06,1,8845.678
145,2015-08-13,2,6667.0293
145,2015-08-20,3,13675.52
145,2015-08-27,4,13022.028
145,2015-09-03,5,9724.267
145,2015-09-10,6,7082.3364
146,2015-08-06,1,8380.171
146,2015-08-13,2,9897.285
146,2015-08-20,3,13151.785
146,2015-08-27,4,13551.569
146,2015-09-03,5,9724.267
146,2015-09-10,6,7082.3364
147,2015-08-06,1,8378.663
147,2015-08-13,2,8808.5205
147,2015-08-20,3,11703.482
147,2015-08-27,4,13250.977
147,2015-09-03,5,9428.177
147,2015-09-10,6,6797.147
148,2015-08-06,1,10294.036
148,2015-08-13,2,5123.8613
148,2015-08-20,3,11459.2
148,2015-08-27,4,10967.255
148,2015-09-03,5,10174.988
148,2015-09-10,6,6932.733
149,2015-08-06,1,9814.886
149,2015-08-13,2,8373.324
149,2015-08-20,3,10005.168
149,2015-08-27,4,7910.249
149,2015-09-03,5,6150.95
149,2015-09-10,6,4918.1025
150,2015-08-06,1,10712.852
150,2015-08-13,2,7275.6895
150,2015-08-20,3,9591.465
150,2015-08-27,4,12645.866
150,2015-09-03,5,9819.304
150,2015-09-10,6,8113.0674
151,2015-08-06,1,8812.444
151,2015-08-13,2,7825.9053
151,2015-08-20,3,11441.345
151,2015-08-27,4,11111.484
151,2015-09-03,5,7006.2446
151,2015-09-10,6,6010.281
152,2015-08-06,1,10120.911
152,2015-08-13,2,7990.22
152,2015-08-20,3,9819.65
152,2015-08-27,4,7819.8184
152,2015-09-03,5,4987.128
152,2015-09-10,6,6967.83
153,2015-08-06,1,6567.3774
153,2015-08-13,2,8855.022
153,2015-08-20,3,11083.729
153,2015-08-27,4,8818.274
153,2015-09-03,5,6150.95
153,2015-09-10,6,5057.2944
154,2015-08-06,1,10623.951
154,2015-08-13,2,5318.9805
154,2015-08-20,3,9756.832
154,2015-08-27,4,10150.347
154,2015-09-03,5,9782.483
154,2015-09-10,6,7348.5215
155,2015-08-06,1,9798.135
155,2015-08-13,2,7297.629
155,2015-08-20,3,11159.166
155,2015-08-27,4,9634.401
155,2015-09-03,5,7171.622
155,2015-09-10,6,5313.7085
156,2015-08-06,1,8361.508
156,2015-08-13,2,7466.869
156,2015-08-20,3,11354.45
156,2015-08-27,4,11003.0625
156,2015-09-03,5,7002.718
156,2015-09-10,6,4687.022
157,2015-08-06,1,12623.437
157,2015-08-13,2,7648.544
157,2015-08-20,3,9034.056
157,2015-08-27,4,12460.096
157,2015-09-03,5,9639.829
157,2015-09-10,6,8614.927
158,2015-08-06,1,10058.647
158,2015-08-13,2,5288.7456
158,2015-08-20,3,12068.644
158,2015-08-27,4,11514.717
158,2015-09-03,5,10174.988
158,2015-09-10,6,7147.237
159,2015-08-06,1,11013.706
159,2015-08-13,2,8460.72
159,2015-08-20,3,11707.412
159,2015-08-27,4,13178.684
159,2015-09-03,5,8842.106
159,2015-09-10,6,7082.3364
160,2015-08-06,1,9244.984
160,2015-08-13,2,8339.999
160,2015-08-20,3,10083.05
160,2015-08-27,4,7186.807
160,2015-09-03,5,4827.6914
160,2015-09-10,6,6689.6855
161,2015-08-06,1,9202.61
161,2015-08-13,2,7310.0674
161,2015-08-20,3,12099.336
161,2015-08-27,4,10766.021
161,2015-09-03,5,7006.2446
161,2015-09-10,6,6010.281
162,2015-08-06,1,8697.363
162,2015-08-13,2,7862.7627
162,2015-08-20,3,13675.52
162,2015-08-27,4,13022.028
162,2015-09-03,5,9201.195
162,2015-09-10,6,7082.3364
163,2015-08-06,1,9783.014
163,2015-08-13,2,7038.724
163,2015-08-20,3,12603.031
163,2015-08-27,4,8640.292
163,2015-09-03,5,7107.379
163,2015-09-10,6,5057.2944
164,2015-08-06,1,8455.715
164,2015-08-13,2,7271.361
164,2015-08-20,3,10778.714
164,2015-08-27,4,10479.993
164,2015-09-03,5,7002.718
164,2015-09-10,6,4687.022
165,2015-08-06,1,9919.624
165,2015-08-13,2,4322.6455
165,2015-08-20,3,6362.59
165,2015-08-27,4,7485.6577
165,2015-09-03,5,6982.567
165,2015-09-10,6,6967.83
166,2015-08-06,1,9342.384
166,2015-08-13,2,7281.7847
166,2015-08-20,3,10580.264
166,2015-08-27,4,7016.6743
166,2015-09-03,5,4683.3037
166,2015-09-10,6,7107.0215
167,2015-08-06,1,11560.96
167,2015-08-13,2,8616.556
167,2015-08-20,3,9052.484
167,2015-08-27,4,13180.684
167,2015-09-03,5,9639.829
167,2015-09-10,6,8933.409
168,2015-08-06,1,11484.404
168,2015-08-13,2,6934.145
168,2015-08-20,3,12783.203
168,2015-08-27,4,13161.222
168,2015-09-03,5,9666.53
168,2015-09-10,6,6867.8325
169,2015-08-06,1,7841.9487
169,2015-08-13,2,9254.938
169,2015-08-20,3,10760.556
169,2015-08-27,4,6727.229
169,2015-09-03,5,4827.6914
169,2015-09-10,6,6828.8784
170,2015-08-06,1,11028.275
170,2015-08-13,2,4717.391
170,2015-08-20,3,5659.597
170,2015-08-27,4,7346.706
170,2015-09-03,5,6924.831
170,2015-09-10,6,6967.83
171,2015-08-06,1,12450.478
171,2015-08-13,2,8005.9443
171,2015-08-20,3,10751.746
171,2015-08-27,4,12676.259
171,2015-09-03,5,8734.668
171,2015-09-10,6,6797.147
172,2015-08-06,1,9115.643
172,2015-08-13,2,5531.1006
172,2015-08-20,3,12877.155
172,2015-08-27,4,10051.264
172,2015-09-03,5,7392.5684
172,2015-09-10,6,6010.281
173,2015-08-06,1,8344.219
173,2015-08-13,2,7377.033
173,2015-08-20,3,12274.628
173,2015-08-27,4,13429.3
173,2015-09-03,5,9951.248
173,2015-09-10,6,7082.3364
174,2015-08-06,1,11076.592
174,2015-08-13,2,8292.557
174,2015-08-20,3,12396.991
174,2015-08-27,4,8284.177
174,2015-09-03,5,6485.6816
174,2015-09-10,6,5057.2944
175,2015-08-06,1,7208.1113
175,2015-08-13,2,8712.997
175,2015-08-20,3,12420.114
175,2015-08-27,4,7943.9165
175,2015-09-03,5,6213.5356
175,2015-09-10,6,5057.2944
176,2015-08-06,1,10599.04
176,2015-08-13,2,6187.53
176,2015-08-20,3,8165.2725
176,2015-08-27,4,7050.4297
176,2015-09-03,5,6646.6865
176,2015-09-10,6,6967.83
177,2015-08-06,1,10192.858
177,2015-08-13,2,5049.581
177,2015-08-20,3,7429.933
177,2015-08-27,4,7799.4434
177,2015-09-03,5,6924.831
177,2015-09-10,6,6967.83
178,2015-08-06,1,13204.608
178,2015-08-13,2,9433.843
178,2015-08-20,3,12538.6
178,2015-08-27,4,12173.102
178,2015-09-03,5,10084.53
178,2015-09-10,6,9877.551
179,2015-08-06,1,9964.453
179,2015-08-13,2,7485.293
179,2015-08-20,3,12080.132
179,2015-08-27,4,10978.172
179,2015-09-03,5,7525.9985
179,2015-09-10,6,6010.281
180,2015-08-06,1,9943.116
180,2015-08-13,2,6546.5044
180,2015-08-20,3,12338.128
180,2015-08-27,4,10978.172
180,2015-09-03,5,8372.529
180,2015-09-10,6,6072.866
181,2015-08-06,1,7482.64
181,2015-08-13,2,8152.5723
181,2015-08-20,3,11000.38
181,2015-08-27,4,8945.94
181,2015-09-03,5,6543.4175
181,2015-09-10,6,5169.32
182,2015-08-06,1,9505.429
182,2015-08-13,2,8307.459
182,2015-08-20,3,10605.028
182,2015-08-27,4,7348.979
182,2015-09-03,5,4827.6914
182,2015-09-10,6,7107.0215
183,2015-08-06,1,9381.191
183,2015-08-13,2,5935.234
183,2015-08-20,3,9172.312
183,2015-08-27,4,7367.4575
183,2015-09-03,5,4932.8394
183,2015-09-10,6,6967.83
184,2015-08-06,1,7918.037
184,2015-08-13,2,8042.764
184,2015-08-20,3,11982.903
184,2015-08-27,4,8280.181
184,2015-09-03,5,6543.4175
184,2015-09-10,6,5057.2944
185,2015-08-06,1,9072.464
185,2015-08-13,2,5875.597
185,2015-08-20,3,11884.181
185,2015-08-27,4,9868.9795
185,2015-09-03,5,7171.622
185,2015-09-10,6,5169.32
186,2015-08-06,1,10179.714
186,2015-08-13,2,4429.2915
186,2015-08-20,3,5523.941
186,2015-08-27,4,7624.8496
186,2015-09-03,5,6924.831
186,2015-09-10,6,6967.83
187,2015-08-06,1,6795.073
187,2015-08-13,2,8595.997
187,2015-08-20,3,12121.79
187,2015-08-27,4,8570.501
187,2015-09-03,5,7171.622
187,2015-09-10,6,5057.2944
188,2015-08-06,1,7039.551
188,2015-08-13,2,8468.706
188,2015-08-20,3,9216.941
188,2015-08-27,4,8516.593
188,2015-09-03,5,5189.2524
188,2015-09-10,6,6689.6855
189,2015-08-06,1,9647.413
189,2015-08-13,2,7239.4404
189,2015-08-20,3,12395.696
189,2015-08-27,4,10821.127
189,2015-09-03,5,10232.725
189,2015-09-10,6,6651.0703
190,2015-08-06,1,11383.205
190,2015-08-13,2,6283.664
190,2015-08-20,3,12015.536
190,2015-08-27,4,13178.684
190,2015-09-03,5,9711.226
190,2015-09-10,6,7082.3364
191,2015-08-06,1,8631.001
191,2015-08-13,2,6957.239
191,2015-08-20,3,11473.841
191,2015-08-27,4,10657.604
191,2015-09-03,5,7287.9067
191,2015-09-10,6,4687.022
192,2015-08-06,1,13292.259
192,2015-08-13,2,12663.999
192,2015-08-20,3,17418.629
192,2015-08-27,4,11808.822
192,2015-09-03,5,7067.7793
192,2015-09-10,6,9451.937
193,2015-08-06,1,8782.893
193,2015-08-13,2,8717.817
193,2015-08-20,3,9593.522
193,2015-08-27,4,7712.683
193,2015-09-03,5,5044.864
193,2015-09-10,6,6967.83
194,2015-08-06,1,8982.995
194,2015-08-13,2,6903.118
194,2015-08-20,3,9213.139
194,2015-08-27,4,6892.099
194,2015-09-03,5,4932.8394
194,2015-09-10,6,6967.83
195,2015-08-06,1,13067.463
195,2015-08-13,2,9660.499
195,2015-08-20,3,12150.112
195,2015-08-27,4,11715.004
195,2015-09-03,5,9905.982
195,2015-09-10,6,9433.333
196,2015-08-06,1,8657.758
196,2015-08-13,2,7193.369
196,2015-08-20,3,8675.274
196,2015-08-27,4,7323.5806
196,2015-09-03,5,4932.8394
196,2015-09-10,6,6967.83
197,2015-08-06,1,8143.8916
197,2015-08-13,2,6599.855
197,2015-08-20,3,10842.623
197,2015-08-27,4,10657.604
197,2015-09-03,5,7287.9067
197,2015-09-10,6,4687.022
198,2015-08-06,1,9951.215
198,2015-08-13,2,7501.7793
198,2015-08-20,3,7973.589
198,2015-08-27,4,7655.476
198,2015-09-03,5,6982.567
198,2015-09-10,6,6967.83
199,2015-08-06,1,9143.604
199,2015-08-13,2,7480.1807
199,2015-08-20,3,12865.445
199,2015-08-27,4,10672.671
199,2015-09-03,5,10005.747
199,2015-09-10,6,6488.33
200,2015-08-06,1,9761.1
200,2015-08-13,2,6947.937
200,2015-08-20,3,10388.498
200,2015-08-27,4,10632.709
200,2015-09-03,5,7525.9985
200,2015-09-10,6,6010.281
201,2015-08-06,1,9944.994
201,2015-08-13,2,7310.912
201,2015-08-20,3,10313.756
201,2015-08-27,4,7048.355
201,2015-09-03,5,4683.3037
201,2015-09-10,6,7107.0215
202,2015-08-06,1,8341.417
202,2015-08-13,2,6918.0312
202,2015-08-20,3,12505.574
202,2015-08-27,4,8999.856
202,2015-09-03,5,7107.379
202,2015-09-10,6,5169.32
203,2015-08-06,1,8418.562
203,2015-08-13,2,7033.42
203,2015-08-20,3,11316.088
203,2015-08-27,4,10939.08
203,2015-09-03,5,7006.2446
203,2015-09-10,6,4687.022
204,2015-08-06,1,9741.271
204,2015-08-13,2,8260.683
204,2015-08-20,3,11654.329
204,2015-08-27,4,7375.2427
204,2015-09-03,5,6150.95
204,2015-09-10,6,5057.2944
205,2015-08-06,1,7919.374
205,2015-08-13,2,7213.338
205,2015-08-20,3,12342.37
205,2015-08-27,4,9528.194
205,2015-09-03,5,7171.622
205,2015-09-10,6,5169.32
206,2015-08-06,1,10674.149
206,2015-08-13,2,7381.536
206,2015-08-20,3,10199.679
206,2015-08-27,4,11311.983
206,2015-09-03,5,8297.057
206,2015-09-10,6,6072.866
207,2015-08-06,1,13313.669
207,2015-08-13,2,10870.759
207,2015-08-20,3,13345.241
207,2015-08-27,4,12548.195
207,2015-09-03,5,10171.789
207,2015-09-10,6,10265.697
208,2015-08-06,1,10763.935
208,2015-08-13,2,6164.6943
208,2015-08-20,3,7050.0615
208,2015-08-27,4,7543.9434
208,2015-09-03,5,6924.831
208,2015-09-10,6,6967.83
209,2015-08-06,1,9266.6455
209,2015-08-13,2,4724.075
209,2015-08-20,3,13272.812
209,2015-08-27,4,10978.172
209,2015-09-03,5,8127.804
209,2015-09-10,6,6072.866
210,2015-08-06,1,10788.081
210,2015-08-13,2,7833.3394
210,2015-08-20,3,7581.34
210,2015-08-27,4,7794.669
210,2015-09-03,5,6924.831
210,2015-09-10,6,6967.83
211,2015-08-06,1,14581.319
211,2015-08-13,2,11608.85
211,2015-08-20,3,13881.888
211,2015-08-27,4,16010.459
211,2015-09-03,5,8889.975
211,2015-09-10,6,8830.697
212,2015-08-06,1,8698.272
212,2015-08-13,2,4828.1772
212,2015-08-20,3,8447.164
212,2015-08-27,4,5876.0767
212,2015-09-03,5,6982.567
212,2015-09-10,6,6967.83
213,2015-08-06,1,9306.064
213,2015-08-13,2,6937.98
213,2015-08-20,3,13454.367
213,2015-08-27,4,10672.671
213,2015-09-03,5,9724.267
213,2015-09-10,6,6488.33
214,2015-08-06,1,11274.151
214,2015-08-13,2,6170.8506
214,2015-08-20,3,12315.898
214,2015-08-27,4,11231.754
214,2015-09-03,5,10001.929
214,2015-09-10,6,7854.6133
215,2015-08-06,1,6820.202
215,2015-08-13,2,8300.166
215,2015-08-20,3,11991.844
215,2015-08-27,4,10114.099
215,2015-09-03,5,7002.718
215,2015-09-10,6,4687.022
216,2015-08-06,1,8261.702
216,2015-08-13,2,6449.2505
216,2015-08-20,3,10842.623
216,2015-08-27,4,10134.532
216,2015-09-03,5,7002.718
216,2015-09-10,6,4542.6353
217,2015-08-06,1,10203.871
217,2015-08-13,2,6792.8257
217,2015-08-20,3,8370.617
217,2015-08-27,4,7624.584
217,2015-09-03,5,4875.1035
217,2015-09-10,6,6967.83
218,2015-08-06,1,10075.722
218,2015-08-13,2,5811.983
218,2015-08-20,3,8261.418
218,2015-08-27,4,6829.513
218,2015-09-03,5,6646.6865
218,2015-09-10,6,6967.83
219,2015-08-06,1,7770.1543
219,2015-08-13,2,7300.5986
219,2015-08-20,3,7801.6377
219,2015-08-27,4,7404.7524
219,2015-09-03,5,6982.567
219,2015-09-10,6,6967.83
220,2015-08-06,1,9327.152
220,2015-08-13,2,6112.0728
220,2015-08-20,3,8417.23
220,2015-08-27,4,6099.5493
220,2015-09-03,5,6982.567
220,2015-09-10,6,6967.83
221,2015-08-06,1,6348.5947
221,2015-08-13,2,8656.259
221,2015-08-20,3,12121.79
221,2015-08-27,4,8280.181
221,2015-09-03,5,7171.622
221,2015-09-10,6,5057.2944
222,2015-08-06,1,10271.621
222,2015-08-13,2,6271.902
222,2015-08-20,3,8165.2725
222,2015-08-27,4,7624.584
222,2015-09-03,5,6646.6865
222,2015-09-10,6,6967.83
223,2015-08-06,1,9474.52
223,2015-08-13,2,7747.867
223,2015-08-20,3,11441.345
223,2015-08-27,4,11111.484
223,2015-09-03,5,7006.2446
223,2015-09-10,6,6010.281
224,2015-08-06,1,10584.185
224,2015-08-13,2,8325.899
224,2015-08-20,3,11163.306
224,2015-08-27,4,12668.309
224,2015-09-03,5,8444.348
224,2015-09-10,6,6797.147
225,2015-08-06,1,9178.146
225,2015-08-13,2,8527.731
225,2015-08-20,3,10626.846
225,2015-08-27,4,7339.1465
225,2015-09-03,5,4827.6914
225,2015-09-10,6,6828.8784
226,2015-08-06,1,8012.225
226,2015-08-13,2,6009.048
226,2015-08-20,3,11508.803
226,2015-08-27,4,10134.532
226,2015-09-03,5,7002.718
226,2015-09-10,6,4687.022
227,2015-08-06,1,9536.016
227,2015-08-13,2,8403.784
227,2015-08-20,3,12400.284
227,2015-08-27,4,7994.0015
227,2015-09-03,5,6213.5356
227,2015-09-10,6,6828.8784
228,2015-08-06,1,11198.886
228,2015-08-13,2,5625.4424
228,2015-08-20,3,12221.607
228,2015-08-27,4,13541.368
228,2015-09-03,5,9893.512
228,2015-09-10,6,7082.3364
229,2015-08-06,1,10668.233
229,2015-08-13,2,6331.557
229,2015-08-20,3,8644.32
229,2015-08-27,4,13260.438
229,2015-09-03,5,9819.304
229,2015-09-10,6,8113.0674
230,2015-08-06,1,10346.871
230,2015-08-13,2,7273.1978
230,2015-08-20,3,10106.587
230,2015-08-27,4,11077.058
230,2015-09-03,5,8317.214
230,2015-09-10,6,6198.799
231,2015-08-06,1,11553.831
231,2015-08-13,2,7977.665
231,2015-08-20,3,8342.686
231,2015-08-27,4,7597.9746
231,2015-09-03,5,4875.1035
231,2015-09-10,6,6967.83
232,2015-08-06,1,9769.44
232,2015-08-13,2,4367.235
232,2015-08-20,3,6334.1846
232,2015-08-27,4,7485.6577
232,2015-09-03,5,6982.567
232,2015-09-10,6,6967.83
233,2015-08-06,1,13808.778
233,2015-08-13,2,5498.956
233,2015-08-20,3,13733.511
233,2015-08-27,4,11427.369
233,2015-09-03,5,10615.636
233,2015-09-10,6,9596.074
234,2015-08-06,1,12126.625
234,2015-08-13,2,9510.059
234,2015-08-20,3,10527.405
234,2015-08-27,4,11715.004
234,2015-09-03,5,10285.89
234,2015-09-10,6,9073.003
235,2015-08-06,1,9227.984
235,2015-08-13,2,8314.646
235,2015-08-20,3,10628.145
235,2015-08-27,4,7198.0005
235,2015-09-03,5,4683.3037
235,2015-09-10,6,7107.0215
236,2015-08-06,1,10290.096
236,2015-08-13,2,7872.2524
236,2015-08-20,3,11522.701
236,2015-08-27,4,11232.743
236,2015-09-03,5,8297.057
236,2015-09-10,6,6072.866
237,2015-08-06,1,9870.007
237,2015-08-13,2,4517.978
237,2015-08-20,3,7976.032
237,2015-08-27,4,5484.8647
237,2015-09-03,5,6982.567
237,2015-09-10,6,6967.83
238,2015-08-06,1,9792.966
238,2015-08-13,2,7828.629
238,2015-08-20,3,12333.309
238,2015-08-27,4,11111.484
238,2015-09-03,5,7006.2446
238,2015-09-10,6,6010.281
239,2015-08-06,1,10220.297
239,2015-08-13,2,6963.338
239,2015-08-20,3,8552.803
239,2015-08-27,4,7114.6055
239,2015-09-03,5,4875.1035
239,2015-09-10,6,6967.83
240,2015-08-06,1,11123.613
240,2015-08-13,2,5242.8486
240,2015-08-20,3,8595.008
240,2015-08-27,4,5831.538
240,2015-09-03,5,6924.831
240,2015-09-10,6,6967.83
241,2015-08-06,1,8482.083
241,2015-08-13,2,5990.2563
241,2015-08-20,3,12272.653
241,2015-08-27,4,8280.181
241,2015-09-03,5,6543.4175
241,2015-09-10,6,5057.2944
242,2015-08-06,1,11110.466
242,2015-08-13,2,4344.9717
242,2015-08-20,3,5659.597
242,2015-08-27,4,5758.8555
242,2015-09-03,5,6924.831
242,2015-09-10,6,6967.83
243,2015-08-06,1,9316.753
243,2015-08-13,2,7550.127
243,2015-08-20,3,12686.181
243,2015-08-27,4,12219.694
243,2015-09-03,5,7299.017
243,2015-09-10,6,6072.866
244,2015-08-06,1,11673.928
244,2015-08-13,2,8113.0527
244,2015-08-20,3,8916.955
244,2015-08-27,4,7763.3975
244,2015-09-03,5,4875.1035
244,2015-09-10,6,6967.83
245,2015-08-06,1,13383.068
245,2015-08-13,2,4957.6943
245,2015-08-20,3,15123.608
245,2015-08-27,4,10836.106
245,2015-09-03,5,9765.998
245,2015-09-10,6,9514.121
246,2015-08-06,1,9837.862
246,2015-08-13,2,6707.1035
246,2015-08-20,3,11591.944
246,2015-08-27,4,10132.578
246,2015-09-03,5,8063.4053
246,2015-09-10,6,6072.866
247,2015-08-06,1,8587.533
247,2015-08-13,2,8684.464
247,2015-08-20,3,11458.235
247,2015-08-27,4,11011.429
247,2015-09-03,5,9951.248
247,2015-09-10,6,7101.6353
248,2015-08-06,1,12279.392
248,2015-08-13,2,4644.1655
248,2015-08-20,3,10721.918
248,2015-08-27,4,12553.089
248,2015-09-03,5,9711.226
248,2015-09-10,6,6797.147
249,2015-08-06,1,8831.634
249,2015-08-13,2,7034.5635
249,2015-08-20,3,9933.187
249,2015-08-27,4,7311.0386
249,2015-09-03,5,5044.864
249,2015-09-10,6,6967.83
250,2015-08-06,1,9969.396
250,2015-08-13,2,9225.194
250,2015-08-20,3,10883.854
250,2015-08-27,4,11223.856
250,2015-09-03,5,10279.669
250,2015-09-10,6,8146.91
251,2015-08-06,1,26654.332
251,2015-08-13,2,22318.635
251,2015-08-20,3,17973.035
251,2015-08-27,4,15204.607
251,2015-09-03,5,10388.671
251,2015-09-10,6,9459.857
252,2015-08-06,1,14310.671
252,2015-08-13,2,8929.787
252,2015-08-20,3,12844.001
252,2015-08-27,4,11192.826
252,2015-09-03,5,9796.541
252,2015-09-10,6,9541.75
253,2015-08-06,1,10345.426
253,2015-08-13,2,8328.904
253,2015-08-20,3,9583.241
253,2015-08-27,4,8049.443
253,2015-09-03,5,5131.5166
253,2015-09-10,6,6689.6855
254,2015-08-06,1,10712.886
254,2015-08-13,2,7025.8076
254,2015-08-20,3,7581.34
254,2015-08-27,4,7794.669
254,2015-09-03,5,6924.831
254,2015-09-10,6,6967.83
255,2015-08-06,1,8484.528
255,2015-08-13,2,8122.0586
255,2015-08-20,3,11245.792
255,2015-08-27,4,8945.94
255,2015-09-03,5,6543.4175
255,2015-09-10,6,5057.2944
256,2015-08-06,1,11482.981
256,2015-08-13,2,7435.998
256,2015-08-20,3,13117.813
256,2015-08-27,4,13312.421
256,2015-09-03,5,9666.53
256,2015-09-10,6,7082.3364
257,2015-08-06,1,10113.764
257,2015-08-13,2,6917.4062
257,2015-08-20,3,8433.711
257,2015-08-27,4,6911.238
257,2015-09-03,5,4875.1035
257,2015-09-10,6,6967.83
258,2015-08-06,1,10619.587
258,2015-08-13,2,8176.8477
258,2015-08-20,3,11886.11
258,2015-08-27,4,7900.8594
258,2015-09-03,5,6155.8
258,2015-09-10,6,5057.2944
259,2015-08-06,1,19934.736
259,2015-08-13,2,9756.148
259,2015-08-20,3,16517.307
259,2015-08-27,4,13378.607
259,2015-09-03,5,9064.469
259,2015-09-10,6,10222.056
260,2015-08-06,1,10164.836
260,2015-08-13,2,7144.381
260,2015-08-20,3,12542.681
260,2015-08-27,4,8019.916
260,2015-09-03,5,7049.643
260,2015-09-10,6,5057.2944
261,2015-08-06,1,12389.574
261,2015-08-13,2,10426.361
261,2015-08-20,3,14131.7705
261,2015-08-27,4,11891.848
261,2015-09-03,5,9516.095
261,2015-09-10,6,9919.175
262,2015-08-06,1,32854.293
262,2015-08-13,2,24522.93
262,2015-08-20,3,21170.244
262,2015-08-27,4,17495.969
262,2015-09-03,5,12029.437
262,2015-09-10,6,10008.848
263,2015-08-06,1,9150.216
263,2015-08-13,2,4455.198
263,2015-08-20,3,6653.2812
263,2015-08-27,4,5372.8403
263,2015-09-03,5,6982.567
263,2015-09-10,6,6967.83
264,2015-08-06,1,8232.908
264,2015-08-13,2,6630.287
264,2015-08-20,3,11290.923
264,2015-08-27,4,10657.604
264,2015-09-03,5,7002.718
264,2015-09-10,6,4687.022
265,2015-08-06,1,8955.645
265,2015-08-13,2,8692.3125
265,2015-08-20,3,10778.671
265,2015-08-27,4,7198.0005
265,2015-09-03,5,4683.3037
265,2015-09-10,6,7107.0215
266,2015-08-06,1,9685.506
266,2015-08-13,2,4645.3574
266,2015-08-20,3,6450.9834
266,2015-08-27,4,7207.514
266,2015-09-03,5,6982.567
266,2015-09-10,6,6967.83
267,2015-08-06,1,13193.529
267,2015-08-13,2,9963.547
267,2015-08-20,3,11512.215
267,2015-08-27,4,11248.82
267,2015-09-03,5,10437.09
267,2015-09-10,6,9596.074
268,2015-08-06,1,11107.71
268,2015-08-13,2,5424.042
268,2015-08-20,3,8595.008
268,2015-08-27,4,7562.0
268,2015-09-03,5,6924.831
268,2015-09-10,6,6967.83
269,2015-08-06,1,11906.731
269,2015-08-13,2,9459.0
269,2015-08-20,3,11861.647
269,2015-08-27,4,13338.199
269,2015-09-03,5,8734.668
269,2015-09-10,6,6797.147
270,2015-08-06,1,14181.086
270,2015-08-13,2,5498.0693
270,2015-08-20,3,14587.027
270,2015-08-27,4,10526.119
270,2015-09-03,5,10004.605
270,2015-09-10,6,9173.336
271,2015-08-06,1,7400.5513
271,2015-08-13,2,10231.72
271,2015-08-20,3,10381.8
271,2015-08-27,4,12897.054
271,2015-09-03,5,8834.691
271,2015-09-10,6,7024.6006
272,2015-08-06,1,7132.4
272,2015-08-13,2,8565.103
272,2015-08-20,3,11460.216
272,2015-08-27,4,8445.81
272,2015-09-03,5,6543.4175
272,2015-09-10,6,5169.32
273,2015-08-06,1,10061.872
273,2015-08-13,2,7672.791
273,2015-08-20,3,10282.333
273,2015-08-27,4,11604.014
273,2015-09-03,5,8297.057
273,2015-09-10,6,6402.748
274,2015-08-06,1,10438.411
274,2015-08-13,2,2883.3123
274,2015-08-20,3,13071.42
274,2015-08-27,4,9769.456
274,2015-09-03,5,7049.643
274,2015-09-10,6,5057.2944
275,2015-08-06,1,8270.848
275,2015-08-13,2,7529.1133
275,2015-08-20,3,11196.034
275,2015-08-27,4,10657.604
275,2015-09-03,5,7287.9067
275,2015-09-10,6,4687.022
276,2015-08-06,1,9605.035
276,2015-08-13,2,3951.2312
276,2015-08-20,3,8240.179
276,2015-08-27,4,7422.565
276,2015-09-03,5,6982.567
276,2015-09-10,6,6967.83
277,2015-08-06,1,9110.868
277,2015-08-13,2,8683.343
277,2015-08-20,3,11380.746
277,2015-08-27,4,8445.81
277,2015-09-03,5,6543.4175
277,2015-09-10,6,5057.2944
278,2015-08-06,1,9837.862
278,2015-08-13,2,6984.4756
278,2015-08-20,3,11577.483
278,2015-08-27,4,10132.578
278,2015-09-03,5,8063.4053
278,2015-09-10,6,6010.281
279,2015-08-06,1,13273.176
279,2015-08-13,2,8829.008
279,2015-08-20,3,11096.053
279,2015-08-27,4,11131.045
279,2015-09-03,5,10047.282
279,2015-09-10,6,9714.81
280,2015-08-06,1,7696.9844
280,2015-08-13,2,8035.85
280,2015-08-20,3,11642.117
280,2015-08-27,4,9236.261
280,2015-09-03,5,7171.622
280,2015-09-10,6,5169.32
281,2015-08-06,1,6870.052
281,2015-08-13,2,9148.053
281,2015-08-20,3,12578.642
281,2015-08-27,4,7973.844
281,2015-09-03,5,6149.293
281,2015-09-10,6,5057.2944
282,2015-08-06,1,9928.852
282,2015-08-13,2,3868.0771
282,2015-08-20,3,8343.1875
282,2015-08-27,4,5484.8647
282,2015-09-03,5,6982.567
282,2015-09-10,6,6967.83
283,2015-08-06,1,11109.335
283,2015-08-13,2,6246.4336
283,2015-08-20,3,11518.528
283,2015-08-27,4,11232.743
283,2015-09-03,5,8317.214
283,2015-09-10,6,7030.953
284,2015-08-06,1,8886.429
284,2015-08-13,2,8382.277
284,2015-08-20,3,10407.783
284,2015-08-27,4,7279.726
284,2015-09-03,5,4683.3037
284,2015-09-10,6,6828.8784
285,2015-08-06,1,10119.174
285,2015-08-13,2,6554.4897
285,2015-08-20,3,10088.374
285,2015-08-27,4,7175.006
285,2015-09-03,5,4769.9556
285,2015-09-10,6,6967.83
286,2015-08-06,1,9261.768
286,2015-08-13,2,4045.4126
286,2015-08-20,3,8257.9375
286,2015-08-27,4,7485.6577
286,2015-09-03,5,6982.567
286,2015-09-10,6,6967.83
287,2015-08-06,1,12968.577
287,2015-08-13,2,5480.291
287,2015-08-20,3,11224.236
